race_date,race_course,race_no,race_time,race_name,race_track,race_distance,race_going,weather_condition,entry_type,entry_weight,entry_age,race_type,value_of_race,final_position,margin,bracket,horse_number,horse_name,horse_id,horse_sex,horse_age,horse_weight,trainer,jockey,running_position,finish_time,win_fav,win_odds,sire,dam,dam_sire,dam_dam
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,7th,NK,4,4,Reiwa Sansan,2021102406,C,3,57.0,Daisuke Takayanagi,Bauyrzhan Murzabayev,9>9>9>9>7th,2:01.0,7.0,35.3,Suave Richard,Calon Segur,Forest Camp,Yesterdays Gone
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,8th,4,7,8,Noble Sky,2021102256,C,3,57.0,Daisuke Takayanagi,Fuma Matsuwaka,2>2>2>2>8th,2:01.7,9.0,57.4,Neo Universe,Hosho World,Sky Classic,Noble Grass
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,9th,9,8,9,Pacific Route,2021102904,C,3,57.0,Tomokazu Takano,Kenichi Ikezoe,3>3>2>2>9th,2:03.2,8.0,36.3,Lord Kanaloa,Fan Dii Na,Deep Impact,Dream of Genie
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,,,5,5,Hortus Palatium,2021105056,C,3,57.0,,,,ER,,,,,,
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,1st,,8,14,Hakusan Bird,2020100792,C,4,58.0,Kazuya Takahashi,Ryota Sameshima,2>2>1st,1:25.4,2.0,3.7,Hakusan Moon,Hakusan Summer,Summer Bird,Membranza
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,2nd,1/2,2,2,Natural River,2020102559,C,4,58.0,Hidenori Take,Katsuma Sameshima,3>3>2nd,1:25.5,11.0,49.3,Rulership,Shinano Neige,French Deputy,Code Name
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,3rd,NS,6,10,Nakka Faith,2019100110,H,5,58.0,Yoshihito Kitade,Heart Kameda,6>6>3rd,1:25.5,13.0,100.9,Sinister Minister,Jun Yumin,King Kamehameha,Maino Chikara
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,4th,1,8,13,Win Balius,2019100195,H,5,58.0,Naohiro Yoshida,Mirco Demuro,6>6>4th,1:25.6,7.0,15.9,Duramente,Win Achillea,Conduit,Cosmo Valenti
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,5th,NK,7,12,Strongest,2019103780,H,5,58.0,Tomohiko Hatsuki,Fuma Matsuwaka,11>9>5th,1:25.7,4.0,8.2,Dee Majesty,Little Jun,Kurofune,Best Tasseled
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,6th,NS,4,5,Jervis,2020103902,C,4,58.0,Teruhiko Chida,Mirai Iwata,12>11>6th,1:25.7,1.0,3.3,Beach Patrol,Gervaise,Meisho Samson,Germinal
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,7th,2 1/2,7,11,Weathercock,2020101850,C,4,58.0,Inao Okada,Yuji Hishida,5>3>7th,1:26.2,9.0,27.6,Talismanic,Red Feather,Deep Sky,Charity Quest
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,8th,3/4,1,1,Sunrise Pholus,2020101535,C,4,58.0,Tomohiko Hatsuki,Takashi Fujikake,1>1>8th,1:26.3,5.0,8.2,Makfi,Anthemis,Heart's Cry,White Veil
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,9th,1/2,3,4,Glare Mirage,2017100426,H,7,58.0,Kazuhide Sasada,Futoshi Komaki,13>13>9th,1:26.4,10.0,44.7,Deep Brillante,Magic Mirage,Giant's Causeway,Missy's Mirage
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,10th,1/2,5,7,Star the Sunrise,2019101624,M,5,55.0,Kensuke Ogura,Fuma Izumiya,8>8>10th,1:26.5,14.0,248.4,Lord Kanaloa,Champagne Flute,Kurofune,Tranche Fraise
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,11th,2,5,8,Margot Reve,2020105813,F,4,56.0,Shigenobu Isaka,Bauyrzhan Murzabayev,9>9>11th,1:26.8,6.0,12.9,Espoir City,Sirka,Meisho Bowler,Green Hill Komachi
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,12th,3/4,3,3,Casa Blanca Kid,2020104936,C,4,58.0,Yusuke Wada,Yasunari Iwata,14>14>12th,1:27.0,8.0,18.3,Drefong,Beach Parasol,Daiwa Major,Beach Flag
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,13th,2 1/2,4,6,Sunrise Skaal,2019101621,H,5,58.0,Koichi Ishizaka,Yusuke Fujioka,9>11>13th,1:27.4,3.0,6.8,The Factor,Sunday Sunrise,Sunday Silence,Silver Coast
2024-03-16,HANSHIN,12,16:10,,Dirt,1400,Standard,Fine,DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,14th,2,6,9,Guaruja,2020104171,F,4,55.0,Naohiro Yoshida,Kanta Taguchi,3>3>14th,1:27.7,12.0,91.9,American Patriot,Dia Treze,Timber Country,Nespola
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,1st,,8,16,Hokulea,2021100198,F,3,55.0,Tomohito Ozeki,Christophe Lemaire,2>2>1st,1:11.6,1.0,1.4,Real Steel,Paradise Cove,King Kamehameha,Cash Included
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,2nd,8,5,9,Marino Rouge,2021101261,F,3,54.0,Toshiaki Tajima,Takezo Nagano,6>4>2nd,1:12.9,7.0,26.2,Shanghai Bobby,Nunnery,Doyen,Genova
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,3rd,HD,3,5,Ozora Hibari,2021101793,F,3,52.0,Yasuhiro Nemoto,Ko Nagahama,7>7>3rd,1:12.9,4.0,12.7,Tosen Ra,Gold Ribbon,Star King Man,Mauprat
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,4th,2,1,2,Fanyu,2021103894,F,3,55.0,Kazuhiro Kato,Keita Tosaki,2>2>4th,1:13.3,8.0,27.1,Asia Express,Sabrina,Danon Chantilly,Sacred Flame
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,5th,2 1/2,3,6,Solid Evidence,2021100760,F,3,55.0,Koichi Shinkai,Kyosuke Maruta,10>9>5th,1:13.7,11.0,166.8,Asia Express,Best Evidence,Neo Universe,Queen Sonnet
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,6th,NK,2,4,Felleza,2021101744,F,3,55.0,Daishi Ito,Yuji Tannai,4>4>6th,1:13.8,5.0,19.9,Drefong,Nierembergia,Agnes Tachyon,Silver Cup
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,7th,NK,6,12,Vela Liscia,2021103172,F,3,52.0,Keizo Ito,Shota Kobayashi,1>1>7th,1:13.8,6.0,24.3,Meisho Bowler,Taiki Grammy,French Deputy,Links of Time
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,8th,1 1/2,7,13,Enrambu,2021107314,F,3,55.0,Naru Owada,Makoto Sugihara,8>8>8th,1:14.1,10.0,94.6,Pyro,Meine Magnifique,Admire Vega,Meine Gorgeous
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,9th,6,2,3,Hakusan Marron,2021100256,F,3,52.0,Koichi Shinkai,Takuro Ishida,14>14>9th,1:15.1,13.0,414.9,Hakusan Moon,Appealing,Stay Gold,Jolie Blonde
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,10th,5,5,10,Wonder Solo,2021107384,F,3,55.0,Yoshihiro Hatakeyama,Ryuichi Sugahara,13>13>10th,1:15.9,15.0,448.0,Wonder Acute,Wonder Kilat,Bago,Wonder Muscle
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,11th,NK,8,15,La Torera,2021106973,F,3,55.0,Tadashige Nakagawa,Hokuto Miyazaki,8>9>11th,1:15.9,14.0,421.4,Reach the Crown,Umayanoni Ushi,Street Sense,Kiss to Crown
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,12th,1 1/2,7,14,Marino Volley,2021101264,F,3,55.0,Shoichi Temma,Takuya Kowata,12>12>12th,1:16.2,16.0,494.1,Crown Regalo,Principle Marie,Jungle Pocket,Crown Marilyn
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,13th,2,4,7,Galaxia,2021107054,F,3,55.0,Makoto Saito,Yukito Ishikawa,5>6>13th,1:16.5,3.0,7.2,Deep Brillante,Harlan's Ruby,Harlan's Holiday,Smiling Eyes
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,14th,3,6,11,East of Eden,2021105498,F,3,55.0,Takanori Kikuzawa,Akihide Tsumura,10>11>14th,1:17.0,2.0,7.2,Maurice,Cuccagna,Fuji Kiseki,Dreamscape
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,15th,1,4,8,Dolphin Ring,2021106380,F,3,53.0,Hitoshi Matoba,Nanako Fujita,15>15>15th,1:17.2,12.0,302.7,Black Tide,Petrosinella,Teofilo,Persinette
2024-03-16,NAKAYAMA,1,10:05,,Dirt,1200,Good,Fine,F&M DES,Weight for Age,3-Year-Olds,Maiden,10480000,,,1,1,Yokkosan,2021103441,F,3,55.0,,,,FF,9.0,42.4,,,,
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,1st,,2,3,Mitsukane Gemini,2021106896,C,3,57.0,Toshiaki Tajima,Keita Tosaki,2>2>2>1>1st,1:56.1,1.0,1.5,Pyro,Nasu Kazan,Daiwa Major,Loose Bloomers
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,2nd,1 1/2,2,4,Sakura Top Real,2021104159,C,3,57.0,Yasuhito Tamura,Kazuo Yokoyama,4>2>3>4>2nd,1:56.4,6.0,28.4,Real Steel,Marguerite Meadow,Distorted Humor,Malibu Prayer
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,3rd,10,4,8,Gran Conexion,2021105123,F,3,54.0,Yoshihiro Hatakeyama,Yusuke Hara,13>13>13>13>3rd,1:58.1,14.0,177.7,Heart's Cry,Charity Line,Manduro,Holy Moon
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,4th,NK,6,12,Sanono Gold,2021102067,C,3,57.0,Toru Kurita,Hironobu Tanabe,8>9>9>8>4th,1:58.1,3.0,9.6,Creator,Universal Beach,Neo Universe,Sound the Beach
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,5th,1,7,14,Panja,2021105155,C,3,56.0,Takashi Kanari,Takezo Nagano,14>14>13>13>5th,1:58.3,7.0,33.7,Gold Ship,Notte Bianca,Kendargent,Biancarosa
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,6th,NK,4,7,Slava,2021103916,C,3,57.0,Issei Murata,Makoto Sugihara,7>5>6>6>6th,1:58.3,5.0,15.8,Shanghai Bobby,Poliahu,King Kamehameha,Yukichan
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,7th,1/2,5,10,Your Glory,2021104794,C,3,57.0,Eiji Nakadate,Yuji Tannai,8>8>6>6>7th,1:58.4,9.0,42.1,Drefong,Your Memory,Symboli Kris S,Memorial Summer
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,8th,1/2,5,9,Tosen Gemma,2021104717,C,3,57.0,Michihiro Ogasa,Takuya Kowata,11>12>12>11>8th,1:58.5,4.0,14.1,Vanquish Run,Tosen Natural,Meisho Samson,Girl's Talk
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,9th,2,3,6,Alvarez,2021103041,C,3,54.0,Takeshi Okumura,Shota Kobayashi,3>4>3>3>9th,1:58.8,16.0,243.0,Beach Patrol,Dear Babiana,Matsurida Gogh,Iris Moraea
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,10th,1 1/2,8,16,Plumeria Kuhio,2021103208,C,3,55.0,Masashi Fukayama,Nanako Fujita,4>5>5>4>10th,1:59.1,11.0,61.6,Hokko Tarumae,Plumeria Myko,Came Home,Mykonos
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,11th,1,8,15,Magical Prince,2021100957,C,3,57.0,Tsuyoshi Tanaka,Daichi Shibata,10>10>10>10>11th,1:59.3,12.0,150.1,Admirable,Magical Princess,Temple City,One Hot Lady
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,12th,1,3,5,Heavily Peated,2021104990,C,3,57.0,Shigeyuki Kojima,Akira Sugawara,4>5>6>8>12th,1:59.5,2.0,4.9,Mikki Isle,On Verra,Smart Strike,Karmifira
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,13th,3,6,11,Gold Blossom,2021104567,C,3,54.0,Masahiro Otake,Ko Nagahama,16>16>16>16>13th,2:00.0,15.0,221.9,Dunkirk,Hiro Blossom,Lord Kanaloa,Rattan Basket
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,14th,4,7,13,Kitano Hikoboshi,2021101893,C,3,57.0,Koji Kayano,Junji Iwabe,11>11>11>11>14th,2:00.7,10.0,55.9,Meisho Bowler,More My Girl,Fuji Kiseki,Four Freedoms
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,15th,2 1/2,1,1,Gyunyu,2021103163,F,3,55.0,Masashi Fukayama,Hatsuya Kowata,14>14>15>15>15th,2:01.1,13.0,166.8,Dunkirk,Remuage,Heart's Cry,Ratafia
2024-03-16,NAKAYAMA,2,10:35,,Dirt,1800,Good,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,16th,5,1,2,Sandy Beach,2021106443,C,3,57.0,Daishi Ito,Shu Ishibashi,1>1>1>2>16th,2:01.9,8.0,40.1,Beach Patrol,Kitasan Major,Daiwa Major,Big Tenby
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,1st,,3,6,Invincible Papa,2021110164,C,3,55.0,Daishi Ito,Christophe Lemaire,1>1>1st,1:10.5,1.0,1.4,Shalaa,Shwaimsa,Canford Cliffs,Sharp Point
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,2nd,9,7,13,Vesalius,2021104401,C,3,57.0,Takanori Kikuzawa,Yuji Tannai,3>2>2nd,1:12.0,3.0,12.3,Logotype,Satono Maihime,Daiwa Major,Daiwa Angel
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,3rd,4,7,14,Yorina Espoir,2021102671,C,3,57.0,Koji Maki,Takuya Kowata,4>4>3rd,1:12.7,2.0,3.8,Espoir City,Inertia,Hard Spun,Keiai Ballade
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,4th,NS,2,4,Scramasax,2021101561,C,3,56.0,Shintaro Suzuki,Takezo Nagano,6>6>4th,1:12.7,8.0,83.2,Hawkbill,Princess K,Tanino Gimlet,Pretty Princess
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,5th,3,5,9,Omokage Jo,2021109094,C,3,57.0,Masashi Okuhira,Teruo Eda,9>10>5th,1:13.2,4.0,12.4,Jo Cappuccino,Wonderful Kiss,Gold Proof,Yuwa Platina
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,6th,1,8,16,Ice Breaker,2021103332,C,3,57.0,Shigenobu Isaka,Hiroto Mayuzumi,11>11>6th,1:13.4,13.0,182.8,Hokko Tarumae,Chikutaku Bombon,Gold Allure,Tico Tico Tac
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,7th,NK,6,12,Aoi la Lune,2021106914,F,3,52.0,Yuji Wada,Manato Tsuchida,5>5>7th,1:13.4,16.0,366.6,Epiphaneia,Epic Magic,Telegnosis,Magic Paintbrush
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,8th,NK,2,3,You Liner,2021107000,F,3,55.0,Fumimasa Takahashi,Yutaka Yoshida,7>7>8th,1:13.5,12.0,159.5,Real Steel,Victoria Smile,Novellist,Gitana
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,9th,1 1/2,4,8,Return Ace,2021101348,C,3,57.0,Masaki Matsuyama,Takuya Ono,13>12>9th,1:13.7,5.0,33.5,Strong Return,Queen Palette,Black Tide,Colorful Palette
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,10th,1/2,8,15,Esperado,2021101776,C,3,56.0,Takafumi Aoki,Yusuke Hara,2>2>10th,1:13.8,9.0,92.1,Espoir City,Digital Gold,Agnes Digital,Glamorous
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,11th,1/2,1,2,Siberian Polaris,2021101056,C,3,57.0,Masayoshi Ebina,Masami Matsuoka,12>13>11th,1:13.9,7.0,47.9,Real Impact,Siberian Classica,Siphon,Cheer Cheer
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,12th,1 1/4,6,11,Golden Momoko,2021102220,F,3,55.0,Hiroyuki Uehara,Shu Ishibashi,9>7>12th,1:14.1,6.0,38.3,Hokko Tarumae,Copano Linden,Gold Allure,Higashi Lynx
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,13th,1 1/2,3,5,Mandahlia,2021104682,F,3,53.0,Takahiro Mizuno,Nanako Fujita,7>7>13th,1:14.3,10.0,101.6,Lovely Day,Red Aranda,Deep Impact,Mandalara
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,14th,2,4,7,Pop Star,2021100179,C,3,57.0,Michio Minamida,Kyosuke Maruta,15>15>14th,1:14.6,11.0,128.8,Shanghai Bobby,Loure Chanter,Victoire Pisa,Tre Ensemble
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,15th,4,5,10,Eratosthenes,2021103547,C,3,57.0,Yasuhito Tamura,Yukito Ishikawa,13>14>15th,1:15.3,14.0,328.6,Just a Way,Motohime,Shonan Kampf,Keishu Prime
2024-03-16,NAKAYAMA,3,11:05,,Dirt,1200,Good,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,16th,5,1,1,Tokotowa,2021110095,F,3,55.0,Yoshinori Muto,Miyabi Muto,16>16>16th,1:16.1,15.0,331.1,Smooth Daddy,Born To Be Honest,Born To Sea,Sweet Tern
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,1st,,2,3,Touch and Move,2021105106,C,3,57.0,Toru Kurita,Keita Tosaki,4>5>4>4>1st,1:49.6,2.0,3.0,Harbinger,Touch the Peak,Special Week,Touch for Gold
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,2nd,NK,1,2,Sheer Bliss,2021105742,F,3,55.0,Yoichi Kuroiwa,Christophe Lemaire,4>5>8>7>2nd,1:49.7,3.0,3.4,Epiphaneia,Blissful Days,King Kamehameha,Admire Happy
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,3rd,NK,4,8,Red Attreve,2021105837,C,3,57.0,Takahisa Tezuka,Kazuo Yokoyama,2>2>2>2>3rd,1:49.7,1.0,3.0,Lord Kanaloa,Last Groove,Deep Impact,Air Groove
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,4th,1 1/2,7,14,Red Lightning,2021102200,C,3,57.0,Yuichi Shikato,Yutaka Yoshida,15>15>13>9>4th,1:50.0,5.0,20.5,Eishin Flash,Blancheur,Deep Impact,Adversity
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,5th,1/2,3,6,Waon,2021101395,C,3,57.0,Yoshinori Muto,Akihide Tsumura,9>9>4>4>5th,1:50.1,6.0,27.8,Just a Way,Satono Ibis,Bodemeister,Genisa
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,6th,1 1/4,5,9,Lone Wolf,2021104112,C,3,57.0,Yasuo Takeichi,Takuya Kowata,1>1>1>1>6th,1:50.3,4.0,8.0,Real Impact,Cherie Reine,Mineshaft,Casablanca Smile
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,7th,HD,8,15,Suzuno Amour,2021104499,F,3,55.0,Masashi Fukayama,Yuji Tannai,4>4>2>3>7th,1:50.3,8.0,69.0,Mind Your Biscuits,Agatha,Manhattan Cafe,Sopranino
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,8th,3/4,5,10,Teruken Ren Joy,2021103128,C,3,57.0,Kazuhiro Seishi,Shu Ishibashi,11>12>11>9>8th,1:50.4,11.0,132.5,Animal Kingdom,I Have a Joy,I'll Have Another,Joy of Flight
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,9th,NK,8,16,Norther,2021106319,C,3,54.0,Shoichiro Wada,Fukamichi Ishigami,7>7>7>9>9th,1:50.4,13.0,233.1,Curren Black Hill,Heart Vine,Speed World,Speed Victoria
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,10th,1/2,4,7,I Will,2021103502,C,3,57.0,Noboru Takagi,Akira Sugawara,2>2>4>4>10th,1:50.5,9.0,72.9,Drefong,Julie Heart's,Heart's Cry,Love Juliet
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,11th,2,3,5,Sword Cut,2021100716,C,3,57.0,Makoto Saito,Hironobu Tanabe,14>13>13>13>11th,1:50.9,7.0,33.2,Bricks and Mortar,Concave,Colonel John,Galadriel
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,12th,NK,7,13,Mubyosokusai,2021103329,C,3,57.0,Daishi Ito,Makoto Sugihara,10>10>8>8>12th,1:50.9,14.0,378.3,Gold Ship,Kogyo Ma Cherie,Asakusa Den'en,Beauty Song
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,13th,3/4,2,4,Hime Ichiban,2021102506,F,3,55.0,Hitoshi Matoba,Hayato Matoba,11>10>10>9>13th,1:51.0,16.0,748.2,Bricks and Mortar,Flamme d'Or,French Deputy,Touch of Gold
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,14th,1/2,6,11,Kitano Value,2021104198,F,3,53.0,Masao Kasuya,Nanako Fujita,13>13>13>15>14th,1:51.1,12.0,141.5,Rulership,Mischa Revue,Agnes Tachyon,Name Value
2024-03-16,NAKAYAMA,4,11:35,,Turf,1800,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,15th,5,1,1,Comme d'Habitude,2021101197,F,3,55.0,Michio Minamida,Hiroto Mayuzumi,7>7>11>13>15th,1:52.0,15.0,581.2,Monterosso,Majestueuse,Just a Way,Merveilleuse
